id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,distance_km,pickup_hour
id0986018,2,2016-01-10 00:42:13,2016-01-10 00:50:41,1,-73.99723815917967,40.72193145751953,-73.9850082397461,40.724369049072266,N,508,1.0741785373857367,0
id0792205,1,2016-02-21 00:19:24,2016-02-21 00:20:40,3,-73.98759460449217,40.728679656982415,-73.9883270263672,40.727760314941406,N,76,0.11953817553097627,0
id2497141,1,2016-04-29 00:21:33,2016-04-29 00:32:39,1,-73.77677917480467,40.64538192749024,-73.81594085693358,40.70069122314453,N,666,6.983689927265362,0
id2041378,2,2016-06-16 00:40:46,2016-06-16 00:45:44,1,-73.9823989868164,40.74264907836913,-73.97171020507811,40.75484848022461,N,298,1.6306852763524802,0
id1932583,1,2016-05-06 00:58:03,2016-05-06 01:35:41,2,-73.98226928710938,40.746185302734375,-73.9732666015625,40.59685134887695,N,2258,16.593722721602948,0
id3944340,1,2016-04-20 00:09:21,2016-04-20 00:26:12,1,-73.97970581054686,40.776172637939446,-74.01412200927734,40.7169189453125,N,1011,7.198393019889269,0
id1242682,1,2016-02-02 00:27:51,2016-02-02 00:41:02,1,-73.97505187988281,40.75138854980469,-73.96244812011719,40.71263122558594,N,791,4.433449176183051,0
id1038955,2,2016-02-21 00:56:45,2016-02-21 01:07:55,1,-73.98313140869139,40.7258415222168,-74.00240325927734,40.734390258789055,N,670,1.8930993786357297,0
id1574140,1,2016-06-04 00:06:10,2016-06-04 00:14:43,1,-73.98992919921875,40.72028350830078,-74.01250457763672,40.7015495300293,N,513,2.8295594702659828,0
id1085569,2,2016-04-30 00:38:37,2016-04-30 00:54:01,1,-73.98654174804686,40.72222137451172,-73.97860717773438,40.75215530395508,N,924,3.3904244165078876,0
id0536479,1,2016-04-03 00:37:08,2016-04-03 00:50:21,2,-73.99565887451173,40.76461410522461,-73.9853286743164,40.74741363525391,N,793,2.101486502900932,0
id0003676,2,2016-02-14 00:57:51,2016-02-14 01:34:37,1,-74.00528717041014,40.728221893310554,-73.8455581665039,40.85110092163086,N,2206,19.24504912662883,0
id3513651,2,2016-03-27 00:23:03,2016-03-27 00:32:54,2,-73.99759674072266,40.72093200683594,-73.98026275634764,40.722198486328125,N,591,1.4800799628838774,0
id3944153,1,2016-04-27 00:59:57,2016-04-27 01:03:06,1,-73.98422241210938,40.76404571533203,-73.98208618164062,40.76456069946289,N,189,0.19036486883491707,0
id1172470,1,2016-02-20 00:51:53,2016-02-20 01:29:02,1,-73.98567962646483,40.74702072143555,-73.98316955566406,40.696903228759766,N,2229,5.567131541635677,0
id3377491,2,2016-02-20 00:27:48,2016-02-20 00:32:04,2,-73.9952621459961,40.72859954833984,-74.0026092529297,40.73023986816406,N,256,0.6505050695433182,0
id0007733,1,2016-06-02 00:02:55,2016-06-02 00:13:08,1,-74.0043716430664,40.74243927001953,-73.98030853271484,40.74267959594727,N,613,2.045538331336029,0
id1486603,2,2016-05-29 00:21:30,2016-05-29 00:24:09,1,-73.96787261962889,40.75984954833984,-73.96086883544923,40.769916534423835,N,159,1.266123955246655,0
id0020755,2,2016-05-28 00:25:09,2016-05-28 00:34:54,1,-73.98583221435547,40.756568908691406,-73.97882843017578,40.762149810791016,N,585,0.8591644245948378,0
id2014144,2,2016-06-11 00:48:08,2016-06-11 00:55:13,1,-73.99417877197266,40.76155090332031,-73.97789001464844,40.75365829467773,N,425,1.638437827277615,0
id1793376,1,2016-01-16 00:09:20,2016-01-16 00:16:42,1,-73.9994125366211,40.719486236572266,-74.01174163818358,40.70790863037109,N,442,1.658242283003255,0
id1664102,1,2016-01-09 00:34:50,2016-01-09 00:41:38,1,-73.99759674072266,40.726016998291016,-73.98744201660156,40.73868560791016,N,408,1.6499918493524575,0
id3433646,2,2016-02-16 00:02:36,2016-02-16 00:05:13,1,-73.98056030273438,40.77996063232422,-73.97241973876953,40.78657150268555,N,157,1.008595106359395,0
id1255824,2,2016-01-07 00:09:58,2016-01-07 00:11:33,1,-74.00971984863281,40.70370101928711,-74.00937652587889,40.706390380859375,N,95,0.29994214131141805,0
id3401549,1,2016-06-13 00:24:41,2016-06-13 00:42:46,1,-73.98589324951173,40.74892425537109,-74.01121520996092,40.71637725830078,N,1085,4.205282858210787,0
id1491602,1,2016-04-29 00:08:14,2016-04-29 00:10:23,1,-73.98844909667967,40.76408767700195,-73.99246978759764,40.75856018066406,N,129,0.7023141744463732,0
id2337945,2,2016-05-18 00:03:52,2016-05-18 00:25:33,2,-73.87303924560547,40.77407455444336,-74.00420379638672,40.68242645263672,N,1301,15.09266712827169,0
id2844202,2,2016-05-13 00:16:56,2016-05-13 00:25:45,1,-73.98796844482422,40.7543830871582,-73.98444366455078,40.73775100708008,N,529,1.8703138709287352,0
id3499644,2,2016-01-20 00:40:35,2016-01-20 00:51:05,5,-73.95069885253906,40.779258728027344,-73.9583511352539,40.80086898803711,N,630,2.485362259476079,0
id3138428,1,2016-01-01 00:36:00,2016-01-01 00:41:30,3,-73.96227264404298,40.76643371582031,-73.94763946533203,40.781108856201165,N,330,2.049520940782179,0
id3918141,2,2016-04-12 00:17:55,2016-04-12 00:24:48,1,-73.96118927001953,40.81201171875,-73.97229766845702,40.78664016723633,N,413,2.970313124492342,0
id0101638,2,2016-06-19 00:14:24,2016-06-19 00:17:15,1,-73.98351287841797,40.730178833007805,-73.98306274414062,40.73500442504882,N,171,0.5370055055563435,0
id3683348,1,2016-06-17 00:57:01,2016-06-17 00:58:33,1,-73.99100494384764,40.750091552734375,-73.98801422119139,40.74813461303711,N,92,0.33437719794973836,0
id2280763,2,2016-05-06 00:29:41,2016-05-06 00:34:17,2,-73.93512725830078,40.693256378173835,-73.93443298339844,40.67956161499024,N,276,1.521263777329204,0
id1923059,1,2016-01-16 00:08:46,2016-01-16 00:30:02,4,-73.98712921142578,40.73350524902344,-73.99668884277344,40.7205467224121,N,1276,1.6520448520187687,0
id0935321,1,2016-04-16 00:10:32,2016-04-16 00:16:06,1,-73.98577880859375,40.722923278808594,-73.98462677001953,40.733154296875,N,334,1.1398570104100407,0
id3015610,1,2016-02-27 00:50:53,2016-02-27 01:15:18,2,-73.98397064208984,40.76100158691406,-73.9657211303711,40.80535507202149,N,1465,5.161831927646393,0
id3352610,2,2016-02-16 00:34:15,2016-02-16 00:42:45,1,-73.98114013671875,40.762989044189446,-73.95197296142578,40.769561767578125,N,510,2.5843292094997676,0
id1090946,2,2016-06-14 00:49:16,2016-06-14 01:24:24,1,-73.78206634521484,40.64461135864258,-73.98834991455078,40.7592887878418,N,2108,21.66742204387068,0
id2538442,1,2016-02-21 00:02:13,2016-02-21 00:18:02,3,-73.98978424072266,40.729793548583984,-73.97269439697266,40.756290435791016,N,949,3.280326677599344,0
id1274394,2,2016-03-29 00:51:37,2016-03-29 01:06:21,1,-73.87093353271484,40.77376174926758,-73.95097351074217,40.77066040039063,N,884,6.812102026562256,0
id0521101,2,2016-01-23 00:47:02,2016-01-23 00:54:48,1,-73.98801422119139,40.738956451416016,-73.99948120117188,40.72714614868164,N,466,1.6335850628080224,0
id3225168,2,2016-04-04 00:24:25,2016-04-04 00:37:14,5,-73.99352264404298,40.76213836669922,-73.99191284179686,40.759380340576165,N,769,0.33532905120414386,0
id2166700,1,2016-06-25 00:17:29,2016-06-25 00:35:28,1,-73.9896011352539,40.72555160522461,-73.99202728271484,40.68966674804688,N,1079,3.988553936511559,0
id2767703,2,2016-04-09 00:34:03,2016-04-09 00:42:52,1,-73.9942626953125,40.71984100341797,-74.00005340576173,40.7285385131836,N,529,1.083657585564643,0
id2953148,2,2016-04-24 00:26:19,2016-04-24 00:29:32,2,-73.99974822998048,40.733211517333984,-73.99559020996092,40.74100875854492,N,193,0.9348761636118451,0
